"情景","问题","目的","配图"
"Unexpectedly meeting someone who recognizes you, although you cannot place them: Imagine waiting in line for coffee at a shopping mall. Someone around your age suddenly calls you by name and greets you like an old acquaintance. You are sure you have met them, but you cannot remember their name or where you know them from. Put yourself in the following moments in order.","Segment 2: The person asks whether you still work at the same place, clearly remembering details about you. You can only continue with a vague answer. Show your expression as you try not to make the other person uncomfortable.","Social smile｜Conversation-maintaining smile: Unequal knowledge and the need to sustain the interaction are intended to evoke a restrained social smile.","illustrations/scene_003_unrecognized_acquaintance.png"
"Unexpectedly meeting someone who recognizes you, although you cannot place them: Imagine waiting in line for coffee at a shopping mall. Someone around your age suddenly calls you by name and greets you like an old acquaintance. You are sure you have met them, but you cannot remember their name or where you know them from. Put yourself in the following moments in order.","Segment 3: Noticing your hesitation, the person says, “You don’t remember me, do you?” Show your expression when this is stated directly and you briefly lower or avert your gaze.","Shy smile｜Embarrassed smile: Having a failure of memory exposed is intended to evoke a bashful smile with gaze aversion or pressed lips.","illustrations/scene_003_unrecognized_acquaintance.png"
"Unexpectedly meeting someone who recognizes you, although you cannot place them: Imagine waiting in line for coffee at a shopping mall. Someone around your age suddenly calls you by name and greets you like an old acquaintance. You are sure you have met them, but you cannot remember their name or where you know them from. Put yourself in the following moments in order.","Segment 4: You admit, “I’m sorry. You look very familiar, but I can’t remember where we met,” and wait for an explanation. Show your expression after apologizing as you watch their response.","Social smile｜Tension-easing smile: An honest explanation and an attempt to repair a minor social lapse are intended to evoke an appeasing smile.","illustrations/scene_003_unrecognized_acquaintance.png"
"Unexpectedly meeting someone who recognizes you, although you cannot place them: Imagine waiting in line for coffee at a shopping mall. Someone around your age suddenly calls you by name and greets you like an old acquaintance. You are sure you have met them, but you cannot remember their name or where you know them from. Put yourself in the following moments in order.","Segment 5: The person reminds you that you were in the same group during a short training course. You finally connect the person with the setting. Show your expression as recognition and embarrassment arrive together.","Shy smile｜Relieved, bashful smile: Recovering the memory after failing to recognize the person is intended to evoke a smile mixing relief and embarrassment.","illustrations/scene_003_unrecognized_acquaintance.png"
"Unexpectedly meeting someone who recognizes you, although you cannot place them: Imagine waiting in line for coffee at a shopping mall. Someone around your age suddenly calls you by name and greets you like an old acquaintance. You are sure you have met them, but you cannot remember their name or where you know them from. Put yourself in the following moments in order.","Segment 6: After parting, you think back on the several minutes in which you gave vague responses and feel slightly foolish. Show your expression as you walk away alone and replay the encounter.","Bittersweet smile｜Self-deprecating smile: Reflecting on a minor social mishap is intended to evoke mild self-deprecation and resignation.","illustrations/scene_003_unrecognized_acquaintance.png"
"Receiving a thoughtfully handmade gift: Imagine meeting a close friend on a day that is personally meaningful to you. They bring out a carefully wrapped box and explain that they worked on the gift, on and off, for several weeks. Put yourself in the following moments in order.","Segment 1: Your friend enthusiastically explains how the idea occurred to them, what went wrong on the first attempt, and how they started again. Show your expression as you listen closely to the story of how it was made.","Gentle smile｜Caring smile: Listening to an invested account from someone close is intended to evoke a gentle, attentive smile.","illustrations/scene_004_handmade_gift.png"
"Receiving a thoughtfully handmade gift: Imagine meeting a close friend on a day that is personally meaningful to you. They bring out a carefully wrapped box and explain that they worked on the gift, on and off, for several weeks. Put yourself in the following moments in order.","Segment 2: Your friend hands you the gift and watches your reaction. You slowly begin to unwrap it. Show the expression that combines anticipation with mild self-consciousness.","Shy smile｜Bashful, anticipatory smile: Becoming the focus of attention while awaiting a reveal is intended to evoke a restrained smile.","illustrations/scene_004_handmade_gift.png"
"Receiving a thoughtfully handmade gift: Imagine meeting a close friend on a day that is personally meaningful to you. They bring out a carefully wrapped box and explain that they worked on the gift, on and off, for several weeks. Put yourself in the following moments in order.","Segment 3: You discover that it is something you once said you wanted but had since forgotten mentioning, and your friend made it by hand. Show your expression at the moment you recognize what it is.","Joyful smile｜Surprised smile: Having a forgotten wish remembered and unexpectedly fulfilled is intended to evoke a clear expression of delighted surprise.","illustrations/scene_004_handmade_gift.png"
"Receiving a thoughtfully handmade gift: Imagine meeting a close friend on a day that is personally meaningful to you. They bring out a carefully wrapped box and explain that they worked on the gift, on and off, for several weeks. Put yourself in the following moments in order.","Segment 4: You notice a detail that only the two of you would understand and realize how much thought went into the gift. Show your expression as you look up at your friend.","Gentle smile｜Touched, affectionate smile: A shared memory incorporated into the gift is intended to evoke closeness and emotional warmth.","illustrations/scene_004_handmade_gift.png"
"Receiving a thoughtfully handmade gift: Imagine meeting a close friend on a day that is personally meaningful to you. They bring out a carefully wrapped box and explain that they worked on the gift, on and off, for several weeks. Put yourself in the following moments in order.","Segment 5: Your friend asks cautiously, “Is it different from what you imagined?” and sounds slightly worried. Show your expression as you immediately want to reassure them but do not know what to say first.","Shy smile｜Pressed-lip smile: Strong gratitude that is difficult to put into words is intended to evoke a brief, restrained smile.","illustrations/scene_004_handmade_gift.png"
"Receiving a thoughtfully handmade gift: Imagine meeting a close friend on a day that is personally meaningful to you. They bring out a carefully wrapped box and explain that they worked on the gift, on and off, for several weeks. Put yourself in the following moments in order.","Segment 6: You keep examining the gift. Your friend finally relaxes and begins laughing about their mistakes while making it. Show your expression as you look back on the process together.","Joyful smile｜Contented smile: Once the surprise has settled and is shared, it is intended to evoke a steady smile of satisfaction.","illustrations/scene_004_handmade_gift.png"
"Receiving praise at work: Imagine a Monday department meeting reviewing an unexpected problem from the previous week. You expected only to report your progress, but your supervisor tells everyone that you identified the key issue in time and handled it calmly. Put yourself in the following moments in order.","Segment 1: Your supervisor suddenly says your name, and several coworkers turn toward you. You do not yet know whether praise or a question will follow. Show your expression as attention shifts to you.","Shy smile｜Restrained, nervous smile: Sudden public attention with an uncertain outcome is intended to evoke a brief, controlled smile.","illustrations/scene_005_work_praise.png"
"Receiving praise at work: Imagine a Monday department meeting reviewing an unexpected problem from the previous week. You expected only to report your progress, but your supervisor tells everyone that you identified the key issue in time and handled it calmly. Put yourself in the following moments in order.","Segment 2: Your supervisor clearly says, “We caught it early because of you,” and asks others to use your response as a reference. Show your expression when you realize you are being praised.","Joyful smile｜Smile of achievement: Public recognition of one’s effort is intended to evoke a natural, satisfied smile.","illustrations/scene_005_work_praise.png"
"Receiving praise at work: Imagine a Monday department meeting reviewing an unexpected problem from the previous week. You expected only to report your progress, but your supervisor tells everyone that you identified the key issue in time and handled it calmly. Put yourself in the following moments in order.","Segment 3: Your coworkers applaud. You briefly respond and explain that the work was a team effort. Show your expression as you speak and look toward your coworkers.","Social smile｜Modest, polite smile: Public acknowledgment and the norm of sharing credit are intended to evoke a controlled, friendly smile.","illustrations/scene_005_work_praise.png"
"Receiving praise at work: Imagine a Monday department meeting reviewing an unexpected problem from the previous week. You expected only to report your progress, but your supervisor tells everyone that you identified the key issue in time and handled it calmly. Put yourself in the following moments in order.","Segment 4: Your supervisor asks you to turn the experience into a template for others. Show your expression when you realize your approach has lasting value.","Joyful smile｜Proud, satisfied smile: Confirmation that one’s ability is useful to others is intended to evoke a proud but measured smile.","illustrations/scene_005_work_praise.png"
"Receiving praise at work: Imagine a Monday department meeting reviewing an unexpected problem from the previous week. You expected only to report your progress, but your supervisor tells everyone that you identified the key issue in time and handled it calmly. Put yourself in the following moments in order.","Segment 5: After the meeting, a coworker who rarely gives praise says privately, “You really saved everyone that day.” Show your expression as you hear the unexpected compliment.","Shy smile｜Self-conscious smile: Unexpected, direct praise from a peer is intended to evoke a bashful smile.","illustrations/scene_005_work_praise.png"
"Receiving praise at work: Imagine a Monday department meeting reviewing an unexpected problem from the previous week. You expected only to report your progress, but your supervisor tells everyone that you identified the key issue in time and handled it calmly. Put yourself in the following moments in order.","Segment 6: Another coworker who has helped you in the past says they are happy to see your progress. Show your expression as you thank them.","Gentle smile｜Grateful smile: Recognition of longstanding support is intended to evoke a warm, sincere smile.","illustrations/scene_005_work_praise.png"
"Being criticized at work: Imagine a project review meeting where the report you prepared is displayed on a large screen. Your supervisor points out that you omitted a requirement, causing coworkers to redo work at short notice. The omission is real, but several people present do not know the full circumstances. Put yourself in the following moments in order.","Segment 1: Your supervisor points out the omission, and the room becomes quiet while everyone waits for your response. Show your expression as you listen and prepare to explain.","Social smile｜Nervous, polite smile: Public criticism combined with the need to remain professional is intended to evoke a very restrained workplace smile.","illustrations/scene_006_work_criticism.png"
"Being criticized at work: Imagine a project review meeting where the report you prepared is displayed on a large screen. Your supervisor points out that you omitted a requirement, causing coworkers to redo work at short notice. The omission is real, but several people present do not know the full circumstances. Put yourself in the following moments in order.","Segment 2: You acknowledge the oversight and apologize to the affected coworker. They nod and indicate that the meeting should continue. Show your expression as you finish apologizing.","Social smile｜Tension-easing smile: Taking responsibility and repairing the working relationship are intended to evoke an appeasing smile.","illustrations/scene_006_work_criticism.png"
"Being criticized at work: Imagine a project review meeting where the report you prepared is displayed on a large screen. Your supervisor points out that you omitted a requirement, causing coworkers to redo work at short notice. The omission is real, but several people present do not know the full circumstances. Put yourself in the following moments in order.","Segment 3: Your supervisor says, “A basic error like this should not happen.” You remember repeatedly warning that requirements were still changing, but no one mentions this. Show your expression as you refrain from arguing immediately.","Bittersweet smile｜Forced smile: Feeling wronged while being unable to explain everything immediately is intended to evoke an outwardly controlled smile.","illustrations/scene_006_work_criticism.png"
"Being criticized at work: Imagine a project review meeting where the report you prepared is displayed on a large screen. Your supervisor points out that you omitted a requirement, causing coworkers to redo work at short notice. The omission is real, but several people present do not know the full circumstances. Put yourself in the following moments in order.","Segment 4: A coworker who contributed little adds, “Isn’t that just common sense?” in a casual, superior tone. Show the brief expression with which you look at them.","Derisive smile｜Cold smile: Rejecting an unfair judgment and a superior attitude is intended to evoke a restrained, cold smile.","illustrations/scene_006_work_criticism.png"
"Being criticized at work: Imagine a project review meeting where the report you prepared is displayed on a large screen. Your supervisor points out that you omitted a requirement, causing coworkers to redo work at short notice. The omission is real, but several people present do not know the full circumstances. Put yourself in the following moments in order.","Segment 5: After the meeting, your supervisor says privately that the criticism concerned the result rather than your overall ability, but the revision must still be finished that night. Show your expression as you hear this.","Bittersweet smile｜Resigned smile: Partial reassurance combined with an additional burden is intended to evoke a tired, helpless smile.","illustrations/scene_006_work_criticism.png"
"Being criticized at work: Imagine a project review meeting where the report you prepared is displayed on a large screen. Your supervisor points out that you omitted a requirement, causing coworkers to redo work at short notice. The omission is real, but several people present do not know the full circumstances. Put yourself in the following moments in order.","Segment 6: Back at your desk, you see the plans you had made for after work and reopen the file instead. Show your expression as you accept what now has to be done.","Bittersweet smile｜Self-deprecating smile: The contrast between a canceled plan and the need to keep working is intended to evoke mild self-deprecation.","illustrations/scene_006_work_criticism.png"
"Meeting a supervisor or professor for the first time: Imagine entering their office alone to present an important proposal. You rehearsed your opening, but you know little about their personality. Put yourself in the following moments in order.","Segment 1: You knock and enter. They look up, invite you to sit, and ask whether your journey went smoothly. Show your expression while responding to this first formal exchange.","Social smile｜Formal, polite smile: A first meeting across a status difference is intended to evoke a restrained professional smile.","illustrations/scene_007_supervisor_group.png"
"Meeting a supervisor or professor for the first time: Imagine entering their office alone to present an important proposal. You rehearsed your opening, but you know little about their personality. Put yourself in the following moments in order.","Segment 2: You have just begun presenting when the office door opens and four people you did not expect enter and sit nearby. Show your expression when you realize the audience has suddenly grown.","Shy smile｜Awkward smile: An unexpected increase in the audience is intended to evoke freezing, gaze aversion, or a pressed-lip smile.","illustrations/scene_007_supervisor_group.png"
"Meeting a supervisor or professor for the first time: Imagine entering their office alone to present an important proposal. You rehearsed your opening, but you know little about their personality. Put yourself in the following moments in order.","Segment 3: The supervisor or professor explains that they are only sitting in and asks you to continue. Everyone looks toward you again. Show your expression just before you regain your rhythm.","Shy smile｜Restrained, nervous smile: Being watched by several people while having to resume immediately is intended to evoke a nervous smile.","illustrations/scene_007_supervisor_group.png"
"Meeting a supervisor or professor for the first time: Imagine entering their office alone to present an important proposal. You rehearsed your opening, but you know little about their personality. Put yourself in the following moments in order.","Segment 4: At the end, they say, “Thank you. We’ll stop here for today.” You say goodbye and leave. Once the door closes, you are alone in the corridor. Show your expression as the tension finally releases.","Joyful smile｜Relieved smile: The end of a high-pressure interaction is intended to evoke a natural smile of release.","illustrations/scene_007_supervisor_group.png"
"Meeting a supervisor or professor for the first time: Imagine entering their office alone to present an important proposal. You rehearsed your opening, but you know little about their personality. Put yourself in the following moments in order.","Segment 5: After walking a short distance, you realize that your notebook is still in the office. You do not want to interrupt them again, but you have to go back. Show your expression as you turn around.","Bittersweet smile｜Resigned smile: Having to return immediately after escaping the pressure is intended to evoke a helpless smile.","illustrations/scene_007_supervisor_group.png"
"Meeting a supervisor or professor for the first time: Imagine entering their office alone to present an important proposal. You rehearsed your opening, but you know little about their personality. Put yourself in the following moments in order.","Segment 6: You knock again and explain. They show no irritation, hand you the notebook with a smile, and say, “It’s normal to be nervous the first time.” Show your expression as you take it.","Social smile｜Polite smile of released tension: The other person’s effort to ease the awkwardness is intended to evoke a polite but visibly more relaxed smile.","illustrations/scene_007_supervisor_group.png"
"Meeting a supervisor or professor for the first time: Imagine entering their office alone to present an important proposal. You rehearsed your opening, but you know little about their personality. Put yourself in the following moments in order.","Segment 7: They add that your proposal contains several good ideas and can be discussed gradually. You realize they are kinder than you expected. Show your expression as you leave the office a second time.","Gentle smile｜Reassured smile: Kindness and recognition from an authority figure are intended to evoke a calm, warm smile.","illustrations/scene_007_supervisor_group.png"
"A train delayed by a personal-injury incident: Imagine waiting on a weekday evening for a train needed for a later connection. An announcement says that a personal-injury incident ahead has suspended service and that the recovery time is unknown. Do not imagine the incident itself; focus only on waiting, disrupted plans, and interactions with people nearby. Put yourself in the following moments in order.","Segment 1: When the first announcement plays, you look at the timetable and initially assume the stop will be brief. Show your expression when you understand that the recovery time is unknown.","Bittersweet smile｜Resigned smile: An uncontrollable delay that disrupts one’s plans is intended to evoke a mildly helpless smile.","illustrations/scene_008_train_delay.png"
"A train delayed by a personal-injury incident: Imagine waiting on a weekday evening for a train needed for a later connection. An announcement says that a personal-injury incident ahead has suspended service and that the recovery time is unknown. Do not imagine the incident itself; focus only on waiting, disrupted plans, and interactions with people nearby. Put yourself in the following moments in order.","Segment 2: The display changes the expected delay from ten minutes to forty, and you have already missed your planned connection. Show your expression after recalculating the route and finding no faster alternative.","Bittersweet smile｜Wry smile: A further collapse of expectations is intended to evoke a disappointed, wry smile.","illustrations/scene_008_train_delay.png"
"A train delayed by a personal-injury incident: Imagine waiting on a weekday evening for a train needed for a later connection. An announcement says that a personal-injury incident ahead has suspended service and that the recovery time is unknown. Do not imagine the incident itself; focus only on waiting, disrupted plans, and interactions with people nearby. Put yourself in the following moments in order.","Segment 3: A friend messages, “Are you almost here?” You need to explain that you may miss the dinner reservation. Show your expression as you type and send the explanation.","Social smile｜Apologetic social smile: Concern about affecting someone else’s plans is intended to evoke an apologetic social smile.","illustrations/scene_008_train_delay.png"
"A train delayed by a personal-injury incident: Imagine waiting on a weekday evening for a train needed for a later connection. An announcement says that a personal-injury incident ahead has suspended service and that the recovery time is unknown. Do not imagine the incident itself; focus only on waiting, disrupted plans, and interactions with people nearby. Put yourself in the following moments in order.","Segment 4: Another stranded passenger looks at the repeatedly updated display and murmurs, “It really picked the perfect day.” You briefly make eye contact. Show your expression as you respond to this comment about your shared situation.","Bittersweet smile｜Shared wry smile: Sharing an unavoidable inconvenience with a stranger is intended to evoke a brief, synchronized wry smile.","illustrations/scene_008_train_delay.png"
"A train delayed by a personal-injury incident: Imagine waiting on a weekday evening for a train needed for a later connection. An announcement says that a personal-injury incident ahead has suspended service and that the recovery time is unknown. Do not imagine the incident itself; focus only on waiting, disrupted plans, and interactions with people nearby. Put yourself in the following moments in order.","Segment 5: The announcement repeats the same formal apology for the third time without providing new information. Show your expression as you hear it again.","Derisive smile｜Cold smile: The gap between a formulaic apology and the lack of useful information is intended to evoke a restrained, skeptical smile.","illustrations/scene_008_train_delay.png"
"A train delayed by a personal-injury incident: Imagine waiting on a weekday evening for a train needed for a later connection. An announcement says that a personal-injury incident ahead has suspended service and that the recovery time is unknown. Do not imagine the incident itself; focus only on waiting, disrupted plans, and interactions with people nearby. Put yourself in the following moments in order.","Segment 6: Your phone battery is nearly empty. A nearby passenger offers you a portable charger and says they have another one. Show your expression as you accept and thank them.","Gentle smile｜Grateful smile: Practical help from a stranger is intended to evoke a sincere, warm smile.","illustrations/scene_008_train_delay.png"
"A train delayed by a personal-injury incident: Imagine waiting on a weekday evening for a train needed for a later connection. An announcement says that a personal-injury incident ahead has suspended service and that the recovery time is unknown. Do not imagine the incident itself; focus only on waiting, disrupted plans, and interactions with people nearby. Put yourself in the following moments in order.","Segment 7: Just after you arrange an alternative route, an announcement says that route is also congested. Looking at the arrival time being pushed back yet again, you cannot help laughing. Show this reaction to the accumulating loss of control.","Uncontrollable laughter｜Despairing laugh: A safe but repeated series of travel setbacks is intended to evoke a brief, incongruous, uncontrolled laugh.","illustrations/scene_008_train_delay.png"
"Being lucky enough to buy the last slice of cake: Imagine making a detour after work to a bakery you often visit for a limited seasonal cake that usually sells out early. When you arrive, the display is almost empty, with just one slice left in a corner. Put yourself in the following moments in order.","Segment 1: At first you think it is only a display card, but when you step closer you see that one complete slice really remains. Show your expression when you confirm that you were not mistaken.","Joyful smile｜Delighted surprise: Finding a scarce item when expectations are low is intended to evoke a rapidly emerging smile of surprise.","illustrations/scene_009_last_cake.png"
"Being lucky enough to buy the last slice of cake: Imagine making a detour after work to a bakery you often visit for a limited seasonal cake that usually sells out early. When you arrive, the display is almost empty, with just one slice left in a corner. Put yourself in the following moments in order.","Segment 2: The clerk confirms, “This is the last one today. I can reserve it for you,” and puts up the sold-out sign. Show your expression as you hear the confirmation.","Joyful smile｜Contented smile: Certainty that a wish has been fulfilled is intended to evoke a stable smile of satisfaction.","illustrations/scene_009_last_cake.png"
"Being lucky enough to buy the last slice of cake: Imagine making a detour after work to a bakery you often visit for a limited seasonal cake that usually sells out early. When you arrive, the display is almost empty, with just one slice left in a corner. Put yourself in the following moments in order.","Segment 3: Another customer arrives behind you and also looks at the display, but you have already ordered. Show your expression when you briefly make eye contact.","Social smile｜Slightly apologetic polite smile: Being considerate of another person even though the outcome is settled is intended to evoke a restrained social smile.","illustrations/scene_009_last_cake.png"
"Being lucky enough to buy the last slice of cake: Imagine making a detour after work to a bakery you often visit for a limited seasonal cake that usually sells out early. When you arrive, the display is almost empty, with just one slice left in a corner. Put yourself in the following moments in order.","Segment 4: Your friend says they also want to try it and jokingly asks for a bite. Instead of agreeing immediately, you look at them and consider your terms. Show your expression during the pause.","Sly smile｜Playful bargaining smile: Controlling a scarce treat during friendly teasing is intended to evoke a playful, calculating smile.","illustrations/scene_009_last_cake.png"
"Being lucky enough to buy the last slice of cake: Imagine making a detour after work to a bakery you often visit for a limited seasonal cake that usually sells out early. When you arrive, the display is almost empty, with just one slice left in a corner. Put yourself in the following moments in order.","Segment 5: At checkout, the clerk says that your points happen to cover part of the price today. Show your expression as another piece of good luck is added.","Joyful smile｜Happy smile: An unexpected small saving is intended to evoke a light, bright smile.","illustrations/scene_009_last_cake.png"
"Being lucky enough to buy the last slice of cake: Imagine making a detour after work to a bakery you often visit for a limited seasonal cake that usually sells out early. When you arrive, the display is almost empty, with just one slice left in a corner. Put yourself in the following moments in order.","Segment 6: You divide the cake in two. Your friend carefully pushes the larger portion back and says, “You found it, after all.” Show your expression as you accept the considerate gesture.","Social smile｜Friendly, grateful smile: Fairness and consideration between friends are intended to evoke a grateful social smile.","illustrations/scene_009_last_cake.png"
"Wandering into a shop that perfectly suits your taste: Imagine walking down an unfamiliar street on a weekend afternoon without a fixed destination. You step away from the crowd and enter an ordinary-looking shop. The music, scent, displays, and products unexpectedly match your preferences. Put yourself in the following moments in order.","Segment 1: After the door closes, you realize the shop is playing a song you have listened to repeatedly lately. Show your expression when you recognize it.","Joyful smile｜Smile of unexpected resonance: Encountering a familiar preference in an unfamiliar place is intended to evoke pleasant surprise.","illustrations/scene_010_hidden_gem_shop.png"
"Wandering into a shop that perfectly suits your taste: Imagine walking down an unfamiliar street on a weekend afternoon without a fixed destination. You step away from the crowd and enter an ordinary-looking shop. The music, scent, displays, and products unexpectedly match your preferences. Put yourself in the following moments in order.","Segment 2: As you browse, you repeatedly find objects that are usually hard to locate and fit your taste exactly. Show your expression as you become absorbed.","Joyful smile｜Contented smile: Repeated matches with one’s preferences are intended to evoke a sustained, natural smile.","illustrations/scene_010_hidden_gem_shop.png"
