情景,片段序号,说明,发言,目的,配图
"Dinner with a close friend you have not seen for a long time: Imagine meeting at a quiet casual restaurant with a friend who was once very close to you but whom work and distance have kept you from seeing. The conversation is slightly awkward at first, then gradually returns to its familiar rhythm. Respond naturally to each instruction and utterance that follows.",5,You mention someone who often takes credit and then blames others. Your friend clearly knows about that person's latest behavior.,"They took credit for someone else's work again, and when something went wrong, they still acted as if they were completely justified.",Derisive smile｜Disdainful smile: Disapproval and contempt toward the behavior of an imagined person are intended to evoke a derisive smile.,illustrations/scene_002_old_friend_dinner.png
"Dinner with a close friend you have not seen for a long time: Imagine meeting at a quiet casual restaurant with a friend who was once very close to you but whom work and distance have kept you from seeing. The conversation is slightly awkward at first, then gradually returns to its familiar rhythm. Respond naturally to each instruction and utterance that follows.",6,Your friend does not rush to give advice. They simply listen carefully to everything you have been dealing with.,It sounds like you've been holding all of this together for a long time. This period must have been really difficult.,"Gentle smile｜Smile of being understood: Feeling emotionally understood by a close friend is intended to evoke a relaxed, grateful smile.",illustrations/scene_002_old_friend_dinner.png
"Dinner with a close friend you have not seen for a long time: Imagine meeting at a quiet casual restaurant with a friend who was once very close to you but whom work and distance have kept you from seeing. The conversation is slightly awkward at first, then gradually returns to its familiar rhythm. Respond naturally to each instruction and utterance that follows.",7,"At the intersection after dinner, you both realize that it may be a long time before you meet again. Your friend tries to keep the farewell light.","Let's not let another few years disappear before we meet again. We both need to make an effort this time, okay?",Bittersweet smile｜Wistful smile: The pleasure of reunion combined with another separation is intended to evoke a smile tinged with reluctance to part.,illustrations/scene_002_old_friend_dinner.png
"Unexpectedly meeting someone who recognizes you, although you cannot place them: Imagine waiting in line for coffee at a shopping mall. Someone around your age suddenly calls you by name and greets you like an old acquaintance. You are sure you have met them, but you cannot remember their name or where you know them from. Respond naturally to each instruction and utterance that follows.",1,You are waiting to buy coffee when the other person calls you by name and greets you like an old acquaintance.,It's been ages! I never expected to run into you here.,Social smile｜Automatic polite smile: The need to respond immediately to an unexpected greeting is intended to evoke a conventional polite smile.,illustrations/scene_003_unrecognized_acquaintance.png
"Unexpectedly meeting someone who recognizes you, although you cannot place them: Imagine waiting in line for coffee at a shopping mall. Someone around your age suddenly calls you by name and greets you like an old acquaintance. You are sure you have met them, but you cannot remember their name or where you know them from. Respond naturally to each instruction and utterance that follows.",2,"The other person clearly remembers details about your life, but you still cannot remember who they are.",Are you still working at the same place? I remember you really liked that job at the time.,Social smile｜Conversation-maintaining smile: Unequal knowledge and the need to sustain the interaction are intended to evoke a restrained social smile.,illustrations/scene_003_unrecognized_acquaintance.png
"Unexpectedly meeting someone who recognizes you, although you cannot place them: Imagine waiting in line for coffee at a shopping mall. Someone around your age suddenly calls you by name and greets you like an old acquaintance. You are sure you have met them, but you cannot remember their name or where you know them from. Respond naturally to each instruction and utterance that follows.",3,The other person notices your hesitation and pauses to watch your reaction.,"You really don't remember me, do you?",Shy smile｜Embarrassed smile: Having a failure of memory exposed is intended to evoke a bashful smile with gaze aversion or pressed lips.,illustrations/scene_003_unrecognized_acquaintance.png
"Unexpectedly meeting someone who recognizes you, although you cannot place them: Imagine waiting in line for coffee at a shopping mall. Someone around your age suddenly calls you by name and greets you like an old acquaintance. You are sure you have met them, but you cannot remember their name or where you know them from. Respond naturally to each instruction and utterance that follows.",4,You admit that you cannot immediately remember where you met. The other person is not upset and starts offering a clue.,It's okay. Think back—we attended the same short training course.,Social smile｜Tension-easing smile: An honest explanation and an attempt to repair a minor social lapse are intended to evoke an appeasing smile.,illustrations/scene_003_unrecognized_acquaintance.png
"Unexpectedly meeting someone who recognizes you, although you cannot place them: Imagine waiting in line for coffee at a shopping mall. Someone around your age suddenly calls you by name and greets you like an old acquaintance. You are sure you have met them, but you cannot remember their name or where you know them from. Respond naturally to each instruction and utterance that follows.",5,"They give you another detail about where you sat, and you finally connect this person with that experience.",We were in the same group. I sat next to you and even borrowed your notes.,"Shy smile｜Relieved, bashful smile: Recovering the memory after failing to recognize the person is intended to evoke a smile mixing relief and embarrassment.",illustrations/scene_003_unrecognized_acquaintance.png
"Unexpectedly meeting someone who recognizes you, although you cannot place them: Imagine waiting in line for coffee at a shopping mall. Someone around your age suddenly calls you by name and greets you like an old acquaintance. You are sure you have met them, but you cannot remember their name or where you know them from. Respond naturally to each instruction and utterance that follows.",6,"Once you know who they are, the other person lightly jokes about the vague way you handled the conversation.","Were you pretending to recognize me that whole time? To be honest, you almost convinced me.",Bittersweet smile｜Self-deprecating smile: Reflecting on a minor social mishap is intended to evoke mild self-deprecation and resignation.,illustrations/scene_003_unrecognized_acquaintance.png
"Receiving a thoughtfully handmade gift: Imagine meeting a close friend on a day that is personally meaningful to you. They bring out a carefully wrapped box and explain that they worked on the gift, on and off, for several weeks. Respond naturally to each instruction and utterance that follows.",1,Your friend places the wrapped gift in front of you and describes the times the project went wrong while they were making it.,I worked on this on and off for several weeks. I actually ruined it twice at the beginning.,"Gentle smile｜Caring smile: Listening to an invested account from someone close is intended to evoke a gentle, attentive smile.",illustrations/scene_004_handmade_gift.png
"Receiving a thoughtfully handmade gift: Imagine meeting a close friend on a day that is personally meaningful to you. They bring out a carefully wrapped box and explain that they worked on the gift, on and off, for several weeks. Respond naturally to each instruction and utterance that follows.",2,Your friend hands you the gift and watches your reaction closely.,Go ahead and open it. I'm a little worried that the real thing won't be as good as you imagined.,"Shy smile｜Bashful, anticipatory smile: Becoming the focus of attention while awaiting a reveal is intended to evoke a restrained smile.",illustrations/scene_004_handmade_gift.png
"Receiving a thoughtfully handmade gift: Imagine meeting a close friend on a day that is personally meaningful to you. They bring out a carefully wrapped box and explain that they worked on the gift, on and off, for several weeks. Respond naturally to each instruction and utterance that follows.",3,"After opening the package, you see something you mentioned wanting a long time ago and had since forgotten about.","I remembered you saying that you really wanted one, so I decided to try making it for you myself.",Joyful smile｜Surprised smile: Having a forgotten wish remembered and unexpectedly fulfilled is intended to evoke a clear expression of delighted surprise.,illustrations/scene_004_handmade_gift.png
"Receiving a thoughtfully handmade gift: Imagine meeting a close friend on a day that is personally meaningful to you. They bring out a carefully wrapped box and explain that they worked on the gift, on and off, for several weeks. Respond naturally to each instruction and utterance that follows.",4,"As you examine the gift, your friend points to a detail that only the two of you would understand.",Look here. I even included that little detail that only the two of us know about.,"Gentle smile｜Touched, affectionate smile: A shared memory incorporated into the gift is intended to evoke closeness and emotional warmth.",illustrations/scene_004_handmade_gift.png
"Receiving a thoughtfully handmade gift: Imagine meeting a close friend on a day that is personally meaningful to you. They bring out a carefully wrapped box and explain that they worked on the gift, on and off, for several weeks. Respond naturally to each instruction and utterance that follows.",5,You are quiet for a moment. Your friend worries that the gift is not what you expected.,Why aren't you saying anything? Is it different from what you imagined?,"Shy smile｜Pressed-lip smile: Strong gratitude that is difficult to put into words is intended to evoke a brief, restrained smile.",illustrations/scene_004_handmade_gift.png
"Receiving a thoughtfully handmade gift: Imagine meeting a close friend on a day that is personally meaningful to you. They bring out a carefully wrapped box and explain that they worked on the gift, on and off, for several weeks. Respond naturally to each instruction and utterance that follows.",6,"After realizing that you like the gift, your friend relaxes and tells you about an awkward part of making it.",I'm glad you like it. I nearly gave up on this part and ended up taking it apart and starting again.,"Joyful smile｜Contented smile: Once the surprise has settled and is shared, it is intended to evoke a steady smile of satisfaction.",illustrations/scene_004_handmade_gift.png
"Receiving praise at work: Imagine a Monday department meeting reviewing an unexpected problem from the previous week. You expected only to report your progress, but your supervisor tells everyone that you identified the key issue in time and handled it calmly. Respond naturally to each instruction and utterance that follows.",1,"During Monday's department meeting, your supervisor suddenly says your name, and several colleagues turn toward you.","Next, I want to talk specifically about how you handled last week's unexpected failure.","Shy smile｜Restrained, nervous smile: Sudden public attention with an uncertain outcome is intended to evoke a brief, controlled smile.",illustrations/scene_005_work_praise.png
"Receiving praise at work: Imagine a Monday department meeting reviewing an unexpected problem from the previous week. You expected only to report your progress, but your supervisor tells everyone that you identified the key issue in time and handled it calmly. Respond naturally to each instruction and utterance that follows.",2,Your supervisor begins describing the response and clearly acknowledges your contribution.,We avoided a much bigger problem because you spotted the key issue early and handled it calmly.,"Joyful smile｜Smile of achievement: Public recognition of one’s effort is intended to evoke a natural, satisfied smile.",illustrations/scene_005_work_praise.png
"Receiving praise at work: Imagine a Monday department meeting reviewing an unexpected problem from the previous week. You expected only to report your progress, but your supervisor tells everyone that you identified the key issue in time and handled it calmly. Respond naturally to each instruction and utterance that follows.",3,"After your supervisor finishes, your colleagues applaud, and one of them turns to congratulate you.",You did a great job. You really saved everyone from a much bigger problem this time.,"Social smile｜Modest, polite smile: Public acknowledgment and the norm of sharing credit are intended to evoke a controlled, friendly smile.",illustrations/scene_005_work_praise.png
"Receiving praise at work: Imagine a Monday department meeting reviewing an unexpected problem from the previous week. You expected only to report your progress, but your supervisor tells everyone that you identified the key issue in time and handled it calmly. Respond naturally to each instruction and utterance that follows.",4,Your supervisor thinks your approach could be useful to the rest of the team and proposes a follow-up task.,Could you turn what you learned into a template that everyone can use in the future?,"Joyful smile｜Proud, satisfied smile: Confirmation that one’s ability is useful to others is intended to evoke a proud but measured smile.",illustrations/scene_005_work_praise.png
"Receiving praise at work: Imagine a Monday department meeting reviewing an unexpected problem from the previous week. You expected only to report your progress, but your supervisor tells everyone that you identified the key issue in time and handled it calmly. Respond naturally to each instruction and utterance that follows.",5,"After the meeting, a colleague who rarely gives compliments approaches you privately.","You really did save all of us that day. I don't say this often, but I genuinely need to thank you.","Shy smile｜Self-conscious smile: Unexpected, direct praise from a peer is intended to evoke a bashful smile.",illustrations/scene_005_work_praise.png
"Receiving praise at work: Imagine a Monday department meeting reviewing an unexpected problem from the previous week. You expected only to report your progress, but your supervisor tells everyone that you identified the key issue in time and handled it calmly. Respond naturally to each instruction and utterance that follows.",6,Another colleague who supported you in the past stays behind and comments on how you have developed.,I'm genuinely happy to see that you can now handle something like this independently.,"Gentle smile｜Grateful smile: Recognition of longstanding support is intended to evoke a warm, sincere smile.",illustrations/scene_005_work_praise.png
"Being criticized at work: Imagine a project review meeting where the report you prepared is displayed on a large screen. Your supervisor points out that you omitted a requirement, causing coworkers to redo work at short notice. The omission is real, but several people present do not know the full circumstances. Respond naturally to each instruction and utterance that follows.",1,"At the project review, your supervisor points out a requirement missing from your report, and the room falls silent.",This report is missing a requirement that was clearly documented. Explain what happened.,"Social smile｜Nervous, polite smile: Public criticism combined with the need to remain professional is intended to evoke a very restrained workplace smile.",illustrations/scene_006_work_criticism.png
"Being criticized at work: Imagine a project review meeting where the report you prepared is displayed on a large screen. Your supervisor points out that you omitted a requirement, causing coworkers to redo work at short notice. The omission is real, but several people present do not know the full circumstances. Respond naturally to each instruction and utterance that follows.",2,You admit the oversight and apologize to the colleague affected by the rework. They prepare to continue the meeting.,"I understand. Let's continue the meeting for now, and we can confirm the revisions together afterward.",Social smile｜Tension-easing smile: Taking responsibility and repairing the working relationship are intended to evoke an appeasing smile.,illustrations/scene_006_work_criticism.png
"Being criticized at work: Imagine a project review meeting where the report you prepared is displayed on a large screen. Your supervisor points out that you omitted a requirement, causing coworkers to redo work at short notice. The omission is real, but several people present do not know the full circumstances. Respond naturally to each instruction and utterance that follows.",3,Your supervisor continues evaluating the omission in front of everyone without mentioning the full history of the changing requirements.,A basic error like this should not happen. You need to check the entire report before submitting it next time.,Bittersweet smile｜Forced smile: Feeling wronged while being unable to explain everything immediately is intended to evoke an outwardly controlled smile.,illustrations/scene_006_work_criticism.png
"Being criticized at work: Imagine a project review meeting where the report you prepared is displayed on a large screen. Your supervisor points out that you omitted a requirement, causing coworkers to redo work at short notice. The omission is real, but several people present do not know the full circumstances. Respond naturally to each instruction and utterance that follows.",4,"A colleague who contributed very little to the project suddenly joins in, speaking casually and condescendingly.",Isn't that just common sense? Something like that really shouldn't have been missed.,"Derisive smile｜Cold smile: Rejecting an unfair judgment and a superior attitude is intended to evoke a restrained, cold smile.",illustrations/scene_006_work_criticism.png
"Being criticized at work: Imagine a project review meeting where the report you prepared is displayed on a large screen. Your supervisor points out that you omitted a requirement, causing coworkers to redo work at short notice. The omission is real, but several people present do not know the full circumstances. Respond naturally to each instruction and utterance that follows.",5,"After the meeting, your supervisor explains privately that the criticism concerns the result, but also requires you to finish the revision that evening.","I'm not questioning your overall ability, but this report still has to be corrected tonight.","Bittersweet smile｜Resigned smile: Partial reassurance combined with an additional burden is intended to evoke a tired, helpless smile.",illustrations/scene_006_work_criticism.png
"Being criticized at work: Imagine a project review meeting where the report you prepared is displayed on a large screen. Your supervisor points out that you omitted a requirement, causing coworkers to redo work at short notice. The omission is real, but several people present do not know the full circumstances. Respond naturally to each instruction and utterance that follows.",6,You return to your desk and reopen the file. A colleague notices that you have canceled your plans for after work.,It looks like your plans for tonight will have to wait. That's rough.,Bittersweet smile｜Self-deprecating smile: The contrast between a canceled plan and the need to keep working is intended to evoke mild self-deprecation.,illustrations/scene_006_work_criticism.png
"Meeting a supervisor or professor for the first time: Imagine entering their office alone to present an important proposal. You rehearsed your opening, but you know little about their personality. Respond naturally to each instruction and utterance that follows.",1,You enter your supervisor's or professor's office alone for the first time. They invite you to sit and begin with small talk.,"This is your first time here, isn't it? Did you have any trouble getting here?","Social smile｜Formal, polite smile: A first meeting across a status difference is intended to evoke a restrained professional smile.",illustrations/scene_007_supervisor_group.png
"Meeting a supervisor or professor for the first time: Imagine entering their office alone to present an important proposal. You rehearsed your opening, but you know little about their personality. Respond naturally to each instruction and utterance that follows.",2,You have just begun presenting when the door opens and four unexpected people enter and sit nearby.,"They happen to be interested in this proposal too, so they'll listen in with us.","Shy smile｜Awkward smile: An unexpected increase in the audience is intended to evoke freezing, gaze aversion, or a pressed-lip smile.",illustrations/scene_007_supervisor_group.png
"Meeting a supervisor or professor for the first time: Imagine entering their office alone to present an important proposal. You rehearsed your opening, but you know little about their personality. Respond naturally to each instruction and utterance that follows.",3,"After the additional listeners settle in, everyone's attention returns to you. Your supervisor or professor prompts you to continue.",Don't worry about them. Just continue with what you originally prepared.,"Shy smile｜Restrained, nervous smile: Being watched by several people while having to resume immediately is intended to evoke a nervous smile.",illustrations/scene_007_supervisor_group.png
"Meeting a supervisor or professor for the first time: Imagine entering their office alone to present an important proposal. You rehearsed your opening, but you know little about their personality. Respond naturally to each instruction and utterance that follows.",4,The presentation ends and the other person closes the materials. You have completed your first formal conversation.,Thank you. That's all for today. You can head back now.,Joyful smile｜Relieved smile: The end of a high-pressure interaction is intended to evoke a natural smile of release.,illustrations/scene_007_supervisor_group.png
"Meeting a supervisor or professor for the first time: Imagine entering their office alone to present an important proposal. You rehearsed your opening, but you know little about their personality. Respond naturally to each instruction and utterance that follows.",5,"After leaving the office, you realize that you left your notebook inside and have to knock again. Everyone is still there.",What happened? Did you leave something in here?,Bittersweet smile｜Resigned smile: Having to return immediately after escaping the pressure is intended to evoke a helpless smile.,illustrations/scene_007_supervisor_group.png
"Meeting a supervisor or professor for the first time: Imagine entering their office alone to present an important proposal. You rehearsed your opening, but you know little about their personality. Respond naturally to each instruction and utterance that follows.",6,"They show no irritation, hand you the notebook, and actively ease the tension.",It's normal to be nervous the first time. You don't need to worry about a small thing like this.,Social smile｜Polite smile of released tension: The other person’s effort to ease the awkwardness is intended to evoke a polite but visibly more relaxed smile.,illustrations/scene_007_supervisor_group.png
"Meeting a supervisor or professor for the first time: Imagine entering their office alone to present an important proposal. You rehearsed your opening, but you know little about their personality. Respond naturally to each instruction and utterance that follows.",7,"As you prepare to leave again, they add an initial comment about your proposal.",There are several good ideas in your proposal. We can discuss them in more detail later.,"Gentle smile｜Reassured smile: Kindness and recognition from an authority figure are intended to evoke a calm, warm smile.",illustrations/scene_007_supervisor_group.png
"A train delayed by a personal-injury incident: Imagine waiting on a weekday evening for a train needed for a later connection. An announcement says that a personal-injury incident ahead has suspended service and that the recovery time is unknown. Do not imagine the incident itself; focus only on waiting, disrupted plans, and interactions with people nearby. Respond naturally to each instruction and utterance that follows.",1,You are waiting on a platform for a train needed for your next connection when the first announcement begins.,"Due to a personal-injury incident ahead, service on this line is currently suspended. The resumption time is not yet known.",Bittersweet smile｜Resigned smile: An uncontrollable delay that disrupts one’s plans is intended to evoke a mildly helpless smile.,illustrations/scene_008_train_delay.png
"A train delayed by a personal-injury incident: Imagine waiting on a weekday evening for a train needed for a later connection. An announcement says that a personal-injury incident ahead has suspended service and that the recovery time is unknown. Do not imagine the incident itself; focus only on waiting, disrupted plans, and interactions with people nearby. Respond naturally to each instruction and utterance that follows.",2,The display has changed the estimated delay from ten minutes to forty. Another announcement provides an update.,Service is now expected to resume in more than forty minutes. Passengers with connections should revise their travel plans.,"Bittersweet smile｜Wry smile: A further collapse of expectations is intended to evoke a disappointed, wry smile.",illustrations/scene_008_train_delay.png
"A train delayed by a personal-injury incident: Imagine waiting on a weekday evening for a train needed for a later connection. An announcement says that a personal-injury incident ahead has suspended service and that the recovery time is unknown. Do not imagine the incident itself; focus only on waiting, disrupted plans, and interactions with people nearby. Respond naturally to each instruction and utterance that follows.",3,You have already missed your planned connection. The friend waiting for you sends a voice message asking about your progress.,Are you almost here? The restaurant says they can only hold our reservation for another fifteen minutes.,Social smile｜Apologetic social smile: Concern about affecting someone else’s plans is intended to evoke an apologetic social smile.,illustrations/scene_008_train_delay.png
"A train delayed by a personal-injury incident: Imagine waiting on a weekday evening for a train needed for a later connection. An announcement says that a personal-injury incident ahead has suspended service and that the recovery time is unknown. Do not imagine the incident itself; focus only on waiting, disrupted plans, and interactions with people nearby. Respond naturally to each instruction and utterance that follows.",4,Another stranded passenger looks at the repeatedly changing display and briefly makes eye contact with you.,"This train picked the perfect time to stop, didn't it? Neither of us is going anywhere now.","Bittersweet smile｜Shared wry smile: Sharing an unavoidable inconvenience with a stranger is intended to evoke a brief, synchronized wry smile.",illustrations/scene_008_train_delay.png
"A train delayed by a personal-injury incident: Imagine waiting on a weekday evening for a train needed for a later connection. An announcement says that a personal-injury incident ahead has suspended service and that the recovery time is unknown. Do not imagine the incident itself; focus only on waiting, disrupted plans, and interactions with people nearby. Respond naturally to each instruction and utterance that follows.",5,The same formulaic apology is being announced for the third time without any new information.,We sincerely apologize for the inconvenience. We ask all passengers to continue waiting patiently.,"Derisive smile｜Cold smile: The gap between a formulaic apology and the lack of useful information is intended to evoke a restrained, skeptical smile.",illustrations/scene_008_train_delay.png
"A train delayed by a personal-injury incident: Imagine waiting on a weekday evening for a train needed for a later connection. An announcement says that a personal-injury incident ahead has suspended service and that the recovery time is unknown. Do not imagine the incident itself; focus only on waiting, disrupted plans, and interactions with people nearby. Respond naturally to each instruction and utterance that follows.",6,Your phone battery is almost empty. The passenger beside you notices and takes out a power bank.,Would you like to use my power bank? It's fine—I have another one in my bag.,"Gentle smile｜Grateful smile: Practical help from a stranger is intended to evoke a sincere, warm smile.",illustrations/scene_008_train_delay.png
"A train delayed by a personal-injury incident: Imagine waiting on a weekday evening for a train needed for a later connection. An announcement says that a personal-injury incident ahead has suspended service and that the recovery time is unknown. Do not imagine the incident itself; focus only on waiting, disrupted plans, and interactions with people nearby. Respond naturally to each instruction and utterance that follows.",7,You have just planned an alternative route when the station updates the status of that line as well.,"Because passengers are moving to alternative lines, those services are also severely congested and arrival times will be delayed further.","Uncontrollable laughter｜Despairing laugh: A safe but repeated series of travel setbacks is intended to evoke a brief, incongruous, uncontrolled laugh.",illustrations/scene_008_train_delay.png
"Being lucky enough to buy the last slice of cake: Imagine making a detour after work to a bakery you often visit for a limited seasonal cake that usually sells out early. When you arrive, the display is almost empty, with just one slice left in a corner. Respond naturally to each instruction and utterance that follows.",1,"You approach the nearly empty display case, and the clerk notices you looking at the cake in the corner.",You're not imagining it. That really is the last slice of today's limited cake.,Joyful smile｜Delighted surprise: Finding a scarce item when expectations are low is intended to evoke a rapidly emerging smile of surprise.,illustrations/scene_009_last_cake.png
"Being lucky enough to buy the last slice of cake: Imagine making a detour after work to a bakery you often visit for a limited seasonal cake that usually sells out early. When you arrive, the display is almost empty, with just one slice left in a corner. Respond naturally to each instruction and utterance that follows.",2,You immediately ask whether it is still available. The clerk confirms the stock and prepares to display the sold-out sign.,This is the last slice today. I can reserve it for you and package it now.,Joyful smile｜Contented smile: Certainty that a wish has been fulfilled is intended to evoke a stable smile of satisfaction.,illustrations/scene_009_last_cake.png
"Being lucky enough to buy the last slice of cake: Imagine making a detour after work to a bakery you often visit for a limited seasonal cake that usually sells out early. When you arrive, the display is almost empty, with just one slice left in a corner. Respond naturally to each instruction and utterance that follows.",3,"The customer behind you also looks at the display, but you have already ordered. They speak to you politely.",So you got the last slice. I was just about to ask whether there were any left.,Social smile｜Slightly apologetic polite smile: Being considerate of another person even though the outcome is settled is intended to evoke a restrained social smile.,illustrations/scene_009_last_cake.png
"Being lucky enough to buy the last slice of cake: Imagine making a detour after work to a bakery you often visit for a limited seasonal cake that usually sells out early. When you arrive, the display is almost empty, with just one slice left in a corner. Respond naturally to each instruction and utterance that follows.",4,Your friend knows you made a special detour for this cake but still looks at you jokingly.,I really want to try it too. Could you share one bite with me later? You can name your price.,"Sly smile｜Playful bargaining smile: Controlling a scarce treat during friendly teasing is intended to evoke a playful, calculating smile.",illustrations/scene_009_last_cake.png
"Being lucky enough to buy the last slice of cake: Imagine making a detour after work to a bakery you often visit for a limited seasonal cake that usually sells out early. When you arrive, the display is almost empty, with just one slice left in a corner. Respond naturally to each instruction and utterance that follows.",5,"At checkout, the clerk checks your membership and finds that your points can be used today.","Your points can cover part of the price today, so it will be quite a bit cheaper than usual.","Joyful smile｜Happy smile: An unexpected small saving is intended to evoke a light, bright smile.",illustrations/scene_009_last_cake.png
"Being lucky enough to buy the last slice of cake: Imagine making a detour after work to a bakery you often visit for a limited seasonal cake that usually sells out early. When you arrive, the display is almost empty, with just one slice left in a corner. Respond naturally to each instruction and utterance that follows.",6,You eventually share the cake. Your friend compares the two portions and pushes the larger one back toward you.,"You're the one who found it, so of course you should have the bigger piece.","Social smile｜Friendly, grateful smile: Fairness and consideration between friends are intended to evoke a grateful social smile.",illustrations/scene_009_last_cake.png
