"情景","问题","目的","配图"
"工作中被褒奖：请想象周一的部门例会上，大家正在复盘上周一次临时故障。你原本只准备汇报进度，主管却在所有同事面前点名说明，是你及时发现了关键问题，并称赞你的处理很稳妥。请按顺序代入以下片段。","片段5：散会后，一位平时很少夸人的同事走过来说“那天你确实救了大家”。请呈现听到这句私下肯定时的表情。","羞涩型笑｜不好意思的笑：利用意外而直接的同伴赞美，诱发腼腆笑。","illustrations/scene_005_work_praise.png"
"工作中被褒奖：请想象周一的部门例会上，大家正在复盘上周一次临时故障。你原本只准备汇报进度，主管却在所有同事面前点名说明，是你及时发现了关键问题，并称赞你的处理很稳妥。请按顺序代入以下片段。","片段6：另一位曾帮助过你的同事说，他看到你的进步也很高兴。请呈现你向他表达感谢时的表情。","温柔型笑｜感激暖笑：利用长期支持被重新确认，诱发温暖、真诚的笑。","illustrations/scene_005_work_praise.png"
"工作中被批评：请想象在项目复盘会上，你负责的报告被投到大屏幕上。主管指出其中遗漏了一项需求，导致其他同事需要临时返工。问题确实存在，但现场还有几位并不了解完整过程的人。请按顺序代入以下片段。","片段1：主管刚指出遗漏，会议室里安静下来，大家都在等你回应。请呈现你先听完、准备解释时的表情。","社交型笑｜紧张礼貌笑：利用公开批评和必须保持专业的需要，诱发幅度很小的职业性笑。","illustrations/scene_006_work_criticism.png"
"工作中被批评：请想象在项目复盘会上，你负责的报告被投到大屏幕上。主管指出其中遗漏了一项需求，导致其他同事需要临时返工。问题确实存在，但现场还有几位并不了解完整过程的人。请按顺序代入以下片段。","片段2：你承认自己有疏忽，并向受到影响的同事道歉；对方点头表示先继续开会。请呈现你完成道歉时的表情。","社交型笑｜缓和笑：利用责任承担和关系修复，诱发安抚、缓和性的笑。","illustrations/scene_006_work_criticism.png"
"工作中被批评：请想象在项目复盘会上，你负责的报告被投到大屏幕上。主管指出其中遗漏了一项需求，导致其他同事需要临时返工。问题确实存在，但现场还有几位并不了解完整过程的人。请按顺序代入以下片段。","片段3：主管说“这种基础错误不应该发生”，你想到那周曾多次提醒需求仍在变化，却没有人在场提起。请呈现你没有立即争辩时的表情。","苦涩型笑｜强颜欢笑：利用有委屈却不便当场展开的处境，诱发表面克制的笑。","illustrations/scene_006_work_criticism.png"
"工作中被批评：请想象在项目复盘会上，你负责的报告被投到大屏幕上。主管指出其中遗漏了一项需求，导致其他同事需要临时返工。问题确实存在，但现场还有几位并不了解完整过程的人。请按顺序代入以下片段。","片段4：一位参与很少的同事补充说“这不是常识吗”，语气显得轻松而居高临下。请呈现你看向他时短暂出现的表情。","讥讽型笑｜冷笑：利用对不公平评价和优越姿态的否定，诱发克制的冷笑。","illustrations/scene_006_work_criticism.png"
"工作中被批评：请想象在项目复盘会上，你负责的报告被投到大屏幕上。主管指出其中遗漏了一项需求，导致其他同事需要临时返工。问题确实存在，但现场还有几位并不了解完整过程的人。请按顺序代入以下片段。","片段5：会后主管私下告诉你，批评是针对结果，不是否定你的整体能力，但修改仍要今晚完成。请呈现你听完这段话时的表情。","苦涩型笑｜无奈苦笑：利用部分安慰与额外负担并存，诱发疲惫、无奈的笑。","illustrations/scene_006_work_criticism.png"
"工作中被批评：请想象在项目复盘会上，你负责的报告被投到大屏幕上。主管指出其中遗漏了一项需求，导致其他同事需要临时返工。问题确实存在，但现场还有几位并不了解完整过程的人。请按顺序代入以下片段。","片段6：你回到座位，看到已经写好的下班计划，只能重新打开文件开始改。请呈现独处后面对现实安排时的表情。","苦涩型笑｜自嘲苦笑：利用计划落空和必须继续工作的反差，诱发轻度自嘲。","illustrations/scene_006_work_criticism.png"
"第一次见上司或教授：请想象你第一次单独进入一位上司或教授的办公室，准备汇报一个自己很重视的方案。你提前演练过开场，但对对方的性格并不了解。请按顺序代入以下片段。","片段1：你敲门进去，对方抬头示意你坐下，并问你路上是否顺利。请呈现第一次正式面对对方、回应寒暄时的表情。","社交型笑｜正式礼貌笑：利用地位差异和初次会面的规范，诱发职业性、克制的笑。","illustrations/scene_007_supervisor_group.png"
"第一次见上司或教授：请想象你第一次单独进入一位上司或教授的办公室，准备汇报一个自己很重视的方案。你提前演练过开场，但对对方的性格并不了解。请按顺序代入以下片段。","片段2：你刚开始介绍方案，办公室门突然打开，四位你完全没有预料到的人一起走进来，并在旁边坐下。请呈现你意识到汇报对象突然增加时的表情。","羞涩型笑｜尴尬笑：利用听众规模突然改变，诱发僵住、回避目光或抿嘴笑。","illustrations/scene_007_supervisor_group.png"
"第一次见上司或教授：请想象你第一次单独进入一位上司或教授的办公室，准备汇报一个自己很重视的方案。你提前演练过开场，但对对方的性格并不了解。请按顺序代入以下片段。","片段3：上司或教授解释说他们只是临时来旁听，并请你继续；所有人的目光重新落到你身上。请呈现你重新找到讲述节奏前的表情。","羞涩型笑｜紧张克制笑：利用被多人注视和需要立即恢复表现，诱发紧张笑。","illustrations/scene_007_supervisor_group.png"
"第一次见上司或教授：请想象你第一次单独进入一位上司或教授的办公室，准备汇报一个自己很重视的方案。你提前演练过开场，但对对方的性格并不了解。请按顺序代入以下片段。","片段4：汇报结束后，对方说“谢谢，先到这里”，你礼貌告别并走出办公室。门关上的一刻，走廊里只剩你一个人。请呈现终于放松下来的表情。","愉悦型笑｜释然笑：利用高压互动结束后的张力释放，诱发自然的放松笑。","illustrations/scene_007_supervisor_group.png"
"第一次见上司或教授：请想象你第一次单独进入一位上司或教授的办公室，准备汇报一个自己很重视的方案。你提前演练过开场，但对对方的性格并不了解。请按顺序代入以下片段。","片段5：走出一段后，你突然发现记录本落在办公室里。你很不情愿重新打断他们，但又必须回去拿。请呈现转身往回走时的表情。","苦涩型笑｜无奈苦笑：利用刚脱离压力又不得不返回的反差，诱发无奈笑。","illustrations/scene_007_supervisor_group.png"
"第一次见上司或教授：请想象你第一次单独进入一位上司或教授的办公室，准备汇报一个自己很重视的方案。你提前演练过开场，但对对方的性格并不了解。请按顺序代入以下片段。","片段6：你再次敲门说明来意，对方没有不耐烦，只是笑着把记录本递给你，还说“第一次来紧张很正常”。请呈现你接过东西时的表情。","社交型笑｜释尴尬的礼貌笑：利用对方主动缓和失误，诱发礼貌且明显放松的笑。","illustrations/scene_007_supervisor_group.png"
"第一次见上司或教授：请想象你第一次单独进入一位上司或教授的办公室，准备汇报一个自己很重视的方案。你提前演练过开场，但对对方的性格并不了解。请按顺序代入以下片段。","片段7：对方又补充说你的方案里有几个想法不错，之后可以慢慢讨论。你发现对方比想象中和蔼。请呈现你第二次离开办公室时的表情。","温柔型笑｜安心暖笑：利用权威人物的善意和认可，诱发安心、亲近感上升的笑。","illustrations/scene_007_supervisor_group.png"
"电车因人身事故延迟：请想象工作日傍晚，你在车站等一班关系到后续换乘的电车。站台广播突然通知前方发生人身事故，恢复时间未定。无需想象事故画面，只关注等待、行程被打乱和与周围人的互动。请按顺序代入以下片段。","片段1：广播第一次响起时，你看了一眼时刻表，原本以为只是短暂停车。请呈现听清“恢复时间未定”后的表情。","苦涩型笑｜无奈笑：利用不可控延迟和原计划受阻，诱发轻度无奈笑。","illustrations/scene_008_train_delay.png"
"电车因人身事故延迟：请想象工作日傍晚，你在车站等一班关系到后续换乘的电车。站台广播突然通知前方发生人身事故，恢复时间未定。无需想象事故画面，只关注等待、行程被打乱和与周围人的互动。请按顺序代入以下片段。","片段2：电子屏把预计延迟从十分钟改成四十分钟，你已经错过原定换乘。请呈现你重新计算路线却发现没有更快方案时的表情。","苦涩型笑｜苦笑：利用希望进一步落空，诱发带失望的苦笑。","illustrations/scene_008_train_delay.png"
"电车因人身事故延迟：请想象工作日傍晚，你在车站等一班关系到后续换乘的电车。站台广播突然通知前方发生人身事故，恢复时间未定。无需想象事故画面，只关注等待、行程被打乱和与周围人的互动。请按顺序代入以下片段。","片段3：朋友发消息问“你是不是快到了”，你需要解释晚餐预约可能赶不上。请呈现你输入说明并发送时的表情。","社交型笑｜歉意礼貌笑：利用对他人计划造成影响的顾虑，诱发带歉意的社交笑。","illustrations/scene_008_train_delay.png"
"电车因人身事故延迟：请想象工作日傍晚，你在车站等一班关系到后续换乘的电车。站台广播突然通知前方发生人身事故，恢复时间未定。无需想象事故画面，只关注等待、行程被打乱和与周围人的互动。请按顺序代入以下片段。","片段4：旁边同样被困的乘客看着不断更新的屏幕，小声说“今天真会挑时间”。你们短暂对视。请呈现你回应这句共同处境式吐槽时的表情。","苦涩型笑｜共情式苦笑：利用陌生人共享无奈处境，诱发短暂、同步的苦笑。","illustrations/scene_008_train_delay.png"
"电车因人身事故延迟：请想象工作日傍晚，你在车站等一班关系到后续换乘的电车。站台广播突然通知前方发生人身事故，恢复时间未定。无需想象事故画面，只关注等待、行程被打乱和与周围人的互动。请按顺序代入以下片段。","片段5：广播再次重复固定格式的“给您带来不便，敬请谅解”，但没有提供新信息。请呈现你听到第三次重复时的表情。","讥讽型笑｜冷笑：利用信息不足与程式化安抚的落差，诱发克制的否定性笑。","illustrations/scene_008_train_delay.png"
"电车因人身事故延迟：请想象工作日傍晚，你在车站等一班关系到后续换乘的电车。站台广播突然通知前方发生人身事故，恢复时间未定。无需想象事故画面，只关注等待、行程被打乱和与周围人的互动。请按顺序代入以下片段。","片段6：手机电量只剩很少，旁边乘客主动把移动电源递给你，说自己还有另一块。请呈现你接受帮助并道谢时的表情。","温柔型笑｜感激暖笑：利用陌生人的实际帮助，诱发真诚、温暖的笑。","illustrations/scene_008_train_delay.png"
"电车因人身事故延迟：请想象工作日傍晚，你在车站等一班关系到后续换乘的电车。站台广播突然通知前方发生人身事故，恢复时间未定。无需想象事故画面，只关注等待、行程被打乱和与周围人的互动。请按顺序代入以下片段。","片段7：你刚改好备用路线，广播又说替代线路也出现拥堵；你看着手机里连续被推迟的到达时间，忍不住笑了一下。请呈现这种接连失控后的反应。","失控型笑｜绝望式笑：利用低风险但连续的行程挫折，诱发短促、反常的失控笑。","illustrations/scene_008_train_delay.png"
"幸运买到最后一块蛋糕：请想象下班后你特意绕路去一家常去的蛋糕店，想买当天限定、经常提前售罄的蛋糕。你到店时展示柜几乎空了，只在角落里还放着最后一块。请按顺序代入以下片段。","片段1：你先以为那只是展示牌，走近才看清确实还剩一块完整的蛋糕。请呈现确认没有看错时的表情。","愉悦型笑｜幸运惊喜笑：利用低预期下发现稀缺目标，诱发迅速出现的惊喜笑。","illustrations/scene_009_last_cake.png"
"幸运买到最后一块蛋糕：请想象下班后你特意绕路去一家常去的蛋糕店，想买当天限定、经常提前售罄的蛋糕。你到店时展示柜几乎空了，只在角落里还放着最后一块。请按顺序代入以下片段。","片段2：店员确认“这是今天最后一块，可以给您留”，并把售罄牌放到柜台上。请呈现听到确认时的表情。","愉悦型笑｜满足笑：利用获得确定性和愿望实现，诱发稳定的满足笑。","illustrations/scene_009_last_cake.png"
"幸运买到最后一块蛋糕：请想象下班后你特意绕路去一家常去的蛋糕店，想买当天限定、经常提前售罄的蛋糕。你到店时展示柜几乎空了，只在角落里还放着最后一块。请按顺序代入以下片段。","片段3：你身后刚好又来了一位顾客，也朝展示柜看了一眼；你已经先完成了点单。请呈现与对方短暂对视时的表情。","社交型笑｜略带歉意的礼貌笑：利用竞争结果已定但仍顾及他人感受，诱发克制社交笑。","illustrations/scene_009_last_cake.png"
"幸运买到最后一块蛋糕：请想象下班后你特意绕路去一家常去的蛋糕店，想买当天限定、经常提前售罄的蛋糕。你到店时展示柜几乎空了，只在角落里还放着最后一块。请按顺序代入以下片段。","片段4：同行的朋友说自己也很想吃，半开玩笑地问能不能分一口。你没有立刻答应，先看着他想条件。请呈现这个停顿时的表情。","狡黠型笑｜讨价还价的坏笑：利用掌握稀缺资源和熟人玩笑，诱发调皮、算计式笑。","illustrations/scene_009_last_cake.png"
"幸运买到最后一块蛋糕：请想象下班后你特意绕路去一家常去的蛋糕店，想买当天限定、经常提前售罄的蛋糕。你到店时展示柜几乎空了，只在角落里还放着最后一块。请按顺序代入以下片段。","片段5：结账时店员告诉你今天会员积分刚好能抵掉一部分价格。请呈现好运再次叠加时的表情。","愉悦型笑｜开心笑：利用意外的小额收益，诱发轻松、明亮的笑。","illustrations/scene_009_last_cake.png"
"幸运买到最后一块蛋糕：请想象下班后你特意绕路去一家常去的蛋糕店，想买当天限定、经常提前售罄的蛋糕。你到店时展示柜几乎空了，只在角落里还放着最后一块。请按顺序代入以下片段。","片段6：你最终把蛋糕切成两份，朋友认真把更大的一份推回给你，说“毕竟是你找到的”。请呈现你接受这份体贴时的表情。","社交型笑｜友好感谢笑：利用熟人间公平和体贴，诱发带感谢的社交笑。","illustrations/scene_009_last_cake.png"
"随意进入一家很合胃口的店：请想象周末下午你没有明确目的地，在一条不熟悉的街上躲开人群，随手推门进入一家看起来普通的小店。店内音乐、气味、陈列和商品风格都意外符合你的喜好。请按顺序代入以下片段。","片段1：门关上后，你发现店里正在播放自己最近反复听的一首歌。请呈现你意识到歌曲熟悉时的表情。","愉悦型笑｜意外共鸣笑：利用陌生环境中的熟悉偏好，诱发轻松惊喜。","illustrations/scene_010_hidden_gem_shop.png"
"随意进入一家很合胃口的店：请想象周末下午你没有明确目的地，在一条不熟悉的街上躲开人群，随手推门进入一家看起来普通的小店。店内音乐、气味、陈列和商品风格都意外符合你的喜好。请按顺序代入以下片段。","片段2：你沿着货架走，连续看到几件平时很难找到、却正好符合你审美的东西。请呈现你越看越投入时的表情。","愉悦型笑｜满足微笑：利用偏好连续被命中，诱发持续、自然的微笑。","illustrations/scene_010_hidden_gem_shop.png"
