"情景","问题","目的","配图"
"久しぶりの親友と食事をする場面：かつてとても親しかったものの、仕事や距離のため最近はほとんど会えない友人と、静かな飲食店で食事をしていると想像してください。最初は少しよそよそしいものの、会話は徐々に以前の親しい調子へ戻っていきます。以下の場面に順番に入り込んでください。","セグメント4：共通の友人に起きた最近の出来事を話します。肝心なところでわざと止め、相手を見ながら「その後どうなったと思う？」と言います。もったいぶるときの表情を見せてください。","いたずらっぽい笑い｜意味ありげな笑顔：結末を知りながらすぐには明かさない情報差によって、遊び心のある笑顔を引き出します。","illustrations/scene_002_old_friend_dinner.png"
"久しぶりの親友と食事をする場面：かつてとても親しかったものの、仕事や距離のため最近はほとんど会えない友人と、静かな飲食店で食事をしていると想像してください。最初は少しよそよそしいものの、会話は徐々に以前の親しい調子へ戻っていきます。以下の場面に順番に入り込んでください。","セグメント5：手柄を横取りし、責任を人に押しつける人物への不満を話します。「ああいう人が、どうしてあんなに堂々としていられるんだろう」と言いながら、友人を見て話を続けるときの表情を見せてください。","嘲笑的な笑い｜軽蔑を含む笑顔：想定上の人物の行動を否定し軽蔑する気持ちによって、嘲笑的な笑顔を引き出します。","illustrations/scene_002_old_friend_dinner.png"
"久しぶりの親友と食事をする場面：かつてとても親しかったものの、仕事や距離のため最近はほとんど会えない友人と、静かな飲食店で食事をしていると想像してください。最初は少しよそよそしいものの、会話は徐々に以前の親しい調子へ戻っていきます。以下の場面に順番に入り込んでください。","セグメント6：友人はすぐに助言せず、「ずいぶん長い間、一人で頑張ってきたように聞こえる」と言います。自分の状況を理解してもらえたと気づいたときの表情を見せてください。","優しい笑顔｜理解されたときの温かな笑顔：親しい相手に気持ちを受け止めてもらうことで、安心と感謝を伴う笑顔を引き出します。","illustrations/scene_002_old_friend_dinner.png"
"久しぶりの親友と食事をする場面：かつてとても親しかったものの、仕事や距離のため最近はほとんど会えない友人と、静かな飲食店で食事をしていると想像してください。最初は少しよそよそしいものの、会話は徐々に以前の親しい調子へ戻っていきます。以下の場面に順番に入り込んでください。","セグメント7：食事の後、交差点まで歩き、次に会えるのはまたずっと先かもしれないと気づきます。友人は明るく「また何年も空けないようにしよう」と言います。別れの言葉に応えるときの表情を見せてください。","苦笑｜寂しさを含む笑顔：再会の喜びと再び別れる寂しさが同時に生じることで、名残惜しさを含む笑顔を引き出します。","illustrations/scene_002_old_friend_dinner.png"
"自分を知っているのに、こちらは思い出せない人と偶然会う場面：商業施設でコーヒーを買う列に並んでいると、同年代の人が突然あなたの名前を正確に呼び、旧知の仲のように話しかけてきたと想像してください。会ったことがあるのは確かですが、名前も知り合った場所も思い出せません。以下の場面に順番に入り込んでください。","セグメント1：相手は自然に「久しぶり」と言います。あなたは反射的に挨拶を返しますが、頭の中では急いで記憶を探しています。その瞬間の表情を見せてください。","社交的な笑顔｜反射的な礼儀笑い：突然の挨拶に即座に応じる必要によって、儀礼的な笑顔を引き出します。","illustrations/scene_003_unrecognized_acquaintance.png"
"自分を知っているのに、こちらは思い出せない人と偶然会う場面：商業施設でコーヒーを買う列に並んでいると、同年代の人が突然あなたの名前を正確に呼び、旧知の仲のように話しかけてきたと想像してください。会ったことがあるのは確かですが、名前も知り合った場所も思い出せません。以下の場面に順番に入り込んでください。","セグメント2：相手は「今も前と同じところで働いているの？」と、あなたの近況を覚えている様子で尋ねます。あなたは曖昧な返事で会話を続けるしかありません。相手を気まずくさせないようにするときの表情を見せてください。","社交的な笑顔｜会話を保つための笑顔：持っている情報の差と、やり取りを続ける必要によって、控えめな社交的笑顔を引き出します。","illustrations/scene_003_unrecognized_acquaintance.png"
"自分を知っているのに、こちらは思い出せない人と偶然会う場面：商業施設でコーヒーを買う列に並んでいると、同年代の人が突然あなたの名前を正確に呼び、旧知の仲のように話しかけてきたと想像してください。会ったことがあるのは確かですが、名前も知り合った場所も思い出せません。以下の場面に順番に入り込んでください。","セグメント3：あなたの戸惑いに気づいた相手が、「もしかして、私のこと覚えていない？」と言います。直接指摘され、一瞬うつむいたり視線をそらしたりするときの表情を見せてください。","はにかみ笑い｜気まずい照れ笑い：記憶の失敗を相手に気づかれることで、視線をそらしたり唇を結んだりする笑顔を引き出します。","illustrations/scene_003_unrecognized_acquaintance.png"
"自分を知っているのに、こちらは思い出せない人と偶然会う場面：商業施設でコーヒーを買う列に並んでいると、同年代の人が突然あなたの名前を正確に呼び、旧知の仲のように話しかけてきたと想像してください。会ったことがあるのは確かですが、名前も知り合った場所も思い出せません。以下の場面に順番に入り込んでください。","セグメント4：「ごめんなさい。見覚えはあるのに、どこで会ったかすぐに思い出せなくて」と正直に伝え、相手の説明を待ちます。謝った後、相手の反応を見るときの表情を見せてください。","社交的な笑顔｜場を和らげる笑顔：正直に説明して小さな失礼を修復することで、相手を安心させる笑顔を引き出します。","illustrations/scene_003_unrecognized_acquaintance.png"
"自分を知っているのに、こちらは思い出せない人と偶然会う場面：商業施設でコーヒーを買う列に並んでいると、同年代の人が突然あなたの名前を正確に呼び、旧知の仲のように話しかけてきたと想像してください。会ったことがあるのは確かですが、名前も知り合った場所も思い出せません。以下の場面に順番に入り込んでください。","セグメント5：以前、短期研修で同じグループだったと教えられ、ようやく相手と場面が結びつきます。腑に落ちる気持ちと気まずさが同時に生じたときの表情を見せてください。","はにかみ笑い｜安心を伴う照れ笑い：記憶が戻る安心と、先ほど思い出せなかった気まずさによって、照れ笑いを引き出します。","illustrations/scene_003_unrecognized_acquaintance.png"
"自分を知っているのに、こちらは思い出せない人と偶然会う場面：商業施設でコーヒーを買う列に並んでいると、同年代の人が突然あなたの名前を正確に呼び、旧知の仲のように話しかけてきたと想像してください。会ったことがあるのは確かですが、名前も知り合った場所も思い出せません。以下の場面に順番に入り込んでください。","セグメント6：別れた後、曖昧な返事でやり過ごした数分間を思い返し、少し格好悪かったと感じます。一人で歩きながらこの出来事を振り返るときの表情を見せてください。","苦笑｜自嘲の苦笑：小さな対人上の失敗を振り返ることで、軽い自嘲とやるせなさを伴う笑顔を引き出します。","illustrations/scene_003_unrecognized_acquaintance.png"
"心を込めた手作りの贈り物を受け取る場面：自分にとって記念となる日に、親しい友人と会ったと想像してください。友人は丁寧に包んだ小箱を取り出し、この贈り物を数週間かけて少しずつ作ったと話します。以下の場面に順番に入り込んでください。","セグメント1：友人は、この発想を得たきっかけ、最初に失敗したところ、そして作り直した過程を楽しそうに話します。制作の話をじっくり聞くときの表情を見せてください。","優しい笑顔｜思いやりのある温かな笑顔：親しい相手が熱心に語るのを聞くことで、優しく注意深い笑顔を引き出します。","illustrations/scene_004_handmade_gift.png"
"心を込めた手作りの贈り物を受け取る場面：自分にとって記念となる日に、親しい友人と会ったと想像してください。友人は丁寧に包んだ小箱を取り出し、この贈り物を数週間かけて少しずつ作ったと話します。以下の場面に順番に入り込んでください。","セグメント2：友人は贈り物を手渡し、あなたの反応を見守っています。あなたはゆっくり包みを開け始めます。期待と少しの照れが入り交じる表情を見せてください。","はにかみ笑い｜期待を伴う照れ笑い：注目を集めることと、内容が明らかになる期待によって、控えめな笑顔を引き出します。","illustrations/scene_004_handmade_gift.png"
"心を込めた手作りの贈り物を受け取る場面：自分にとって記念となる日に、親しい友人と会ったと想像してください。友人は丁寧に包んだ小箱を取り出し、この贈り物を数週間かけて少しずつ作ったと話します。以下の場面に順番に入り込んでください。","セグメント3：それは、ずっと前に欲しいと言ったものの、話したことさえ忘れていた品で、友人が手作りしてくれたものだと気づきます。何かを理解した瞬間の表情を見せてください。","喜びの笑顔｜驚きの笑顔：忘れていた願いを覚えてもらい、思いがけず実現することで、はっきりとした喜びと驚きの表情を引き出します。","illustrations/scene_004_handmade_gift.png"
"心を込めた手作りの贈り物を受け取る場面：自分にとって記念となる日に、親しい友人と会ったと想像してください。友人は丁寧に包んだ小箱を取り出し、この贈り物を数週間かけて少しずつ作ったと話します。以下の場面に順番に入り込んでください。","セグメント4：贈り物の中に二人だけが分かる細部を見つけ、本当に多くの心遣いが込められていると気づきます。顔を上げて友人を見るときの表情を見せてください。","優しい笑顔｜感動を伴う愛情深い笑顔：共有する思い出が贈り物に込められていることで、親しさと感動を伴う笑顔を引き出します。","illustrations/scene_004_handmade_gift.png"
"心を込めた手作りの贈り物を受け取る場面：自分にとって記念となる日に、親しい友人と会ったと想像してください。友人は丁寧に包んだ小箱を取り出し、この贈り物を数週間かけて少しずつ作ったと話します。以下の場面に順番に入り込んでください。","セグメント5：友人は少し心配そうに、「想像していたものと違った？」と尋ねます。すぐに安心させたいものの、何から言えばよいか分からないときの表情を見せてください。","はにかみ笑い｜唇を結んだ笑顔：強い感謝をすぐ言葉にできないことで、唇を結ぶ短い照れ笑いを引き出します。","illustrations/scene_004_handmade_gift.png"
"心を込めた手作りの贈り物を受け取る場面：自分にとって記念となる日に、親しい友人と会ったと想像してください。友人は丁寧に包んだ小箱を取り出し、この贈り物を数週間かけて少しずつ作ったと話します。以下の場面に順番に入り込んでください。","セグメント6：贈り物を何度も眺めるうちに、友人もようやく安心し、制作中の失敗を笑いながら話し始めます。一緒に制作過程を振り返るときの表情を見せてください。","喜びの笑顔｜満足した笑顔：驚きが落ち着き、体験を共有することで、安定した満足の笑顔を引き出します。","illustrations/scene_004_handmade_gift.png"
"仕事で褒められる場面：月曜日の部署会議で、先週起きた突発的な問題を振り返っていると想像してください。あなたは進捗だけを報告するつもりでしたが、上司は、重要な問題を早く発見し落ち着いて対処したのはあなただと皆の前で説明します。以下の場面に順番に入り込んでください。","セグメント1：上司が突然あなたの名前を呼び、何人もの同僚がこちらを向きます。褒められるのか質問されるのか、まだ分かりません。注目が自分に集まったときの表情を見せてください。","はにかみ笑い｜緊張を抑えた笑顔：人前で突然注目され、結果がまだ分からないことで、短く控えめな笑顔を引き出します。","illustrations/scene_005_work_praise.png"
"仕事で褒められる場面：月曜日の部署会議で、先週起きた突発的な問題を振り返っていると想像してください。あなたは進捗だけを報告するつもりでしたが、上司は、重要な問題を早く発見し落ち着いて対処したのはあなただと皆の前で説明します。以下の場面に順番に入り込んでください。","セグメント2：上司は「早く気づけたのはあなたのおかげです」と明言し、今後はあなたの対処法を参考にするよう皆に伝えます。褒められていると分かったときの表情を見せてください。","喜びの笑顔｜達成感のある笑顔：努力を公に認められることで、自然な満足の笑顔を引き出します。","illustrations/scene_005_work_praise.png"
"仕事で褒められる場面：月曜日の部署会議で、先週起きた突発的な問題を振り返っていると想像してください。あなたは進捗だけを報告するつもりでしたが、上司は、重要な問題を早く発見し落ち着いて対処したのはあなただと皆の前で説明します。以下の場面に順番に入り込んでください。","セグメント3：同僚が拍手し、あなたは短く応じながら、チーム全体で成し遂げたことだと説明します。同僚を見ながら答えるときの表情を見せてください。","社交的な笑顔｜謙虚で礼儀正しい笑顔：公の場で応答し功績を分かち合う規範によって、統制された友好的な笑顔を引き出します。","illustrations/scene_005_work_praise.png"
"仕事で褒められる場面：月曜日の部署会議で、先週起きた突発的な問題を振り返っていると想像してください。あなたは進捗だけを報告するつもりでしたが、上司は、重要な問題を早く発見し落ち着いて対処したのはあなただと皆の前で説明します。以下の場面に順番に入り込んでください。","セグメント4：上司は、この経験を今後ほかの人も使える手順書にまとめてほしいと頼みます。自分の方法が本当に認められたと気づいたときの表情を見せてください。","喜びの笑顔｜誇りと満足の笑顔：能力が認められ、継続的な価値を持つことで、誇らしさを伴う穏やかな笑顔を引き出します。","illustrations/scene_005_work_praise.png"
"仕事で褒められる場面：月曜日の部署会議で、先週起きた突発的な問題を振り返っていると想像してください。あなたは進捗だけを報告するつもりでしたが、上司は、重要な問題を早く発見し落ち着いて対処したのはあなただと皆の前で説明します。以下の場面に順番に入り込んでください。","セグメント5：会議の後、普段ほとんど人を褒めない同僚が近づき、「あの日は本当にみんなを救ったね」と言います。思いがけない言葉を聞いたときの表情を見せてください。","はにかみ笑い｜照れ笑い：同僚から予想外に直接褒められることで、はにかんだ笑顔を引き出します。","illustrations/scene_005_work_praise.png"
"仕事で褒められる場面：月曜日の部署会議で、先週起きた突発的な問題を振り返っていると想像してください。あなたは進捗だけを報告するつもりでしたが、上司は、重要な問題を早く発見し落ち着いて対処したのはあなただと皆の前で説明します。以下の場面に順番に入り込んでください。","セグメント6：以前あなたを助けてくれた別の同僚が、成長を見られて嬉しいと言います。感謝を伝えるときの表情を見せてください。","優しい笑顔｜感謝の笑顔：長く支えてもらったことを改めて確認することで、温かく誠実な笑顔を引き出します。","illustrations/scene_005_work_praise.png"
"仕事で批判される場面：プロジェクトの振り返り会議で、あなたが担当した報告書が大画面に映されていると想像してください。上司は、要求事項が一つ抜けていたため、同僚が急きょ作業をやり直すことになったと指摘します。抜けがあったのは事実ですが、その場には経緯を十分知らない人もいます。以下の場面に順番に入り込んでください。","セグメント1：上司が抜けを指摘すると、会議室が静かになり、皆があなたの返答を待ちます。最後まで聞き、説明しようとするときの表情を見せてください。","社交的な笑顔｜緊張を伴う礼儀笑い：人前で批判されても職業人として振る舞う必要によって、ごく小さな仕事上の笑顔を引き出します。","illustrations/scene_006_work_criticism.png"
"仕事で批判される場面：プロジェクトの振り返り会議で、あなたが担当した報告書が大画面に映されていると想像してください。上司は、要求事項が一つ抜けていたため、同僚が急きょ作業をやり直すことになったと指摘します。抜けがあったのは事実ですが、その場には経緯を十分知らない人もいます。以下の場面に順番に入り込んでください。","セグメント2：自分の見落としを認め、影響を受けた同僚に謝ります。相手はうなずき、ひとまず会議を続ける意思を示します。謝り終えたときの表情を見せてください。","社交的な笑顔｜場を和らげる笑顔：責任を引き受け、関係を修復することで、相手を安心させる笑顔を引き出します。","illustrations/scene_006_work_criticism.png"
"仕事で批判される場面：プロジェクトの振り返り会議で、あなたが担当した報告書が大画面に映されていると想像してください。上司は、要求事項が一つ抜けていたため、同僚が急きょ作業をやり直すことになったと指摘します。抜けがあったのは事実ですが、その場には経緯を十分知らない人もいます。以下の場面に順番に入り込んでください。","セグメント3：上司は「このような基本的な間違いは起きるべきではありません」と言います。要求事項が変わり続けていると何度も伝えたことを思い出しますが、その場では誰も触れません。すぐには反論しないときの表情を見せてください。","苦笑｜作り笑い：不満があってもその場で詳しく説明できない状況によって、表面上抑えた笑顔を引き出します。","illustrations/scene_006_work_criticism.png"
"仕事で批判される場面：プロジェクトの振り返り会議で、あなたが担当した報告書が大画面に映されていると想像してください。上司は、要求事項が一つ抜けていたため、同僚が急きょ作業をやり直すことになったと指摘します。抜けがあったのは事実ですが、その場には経緯を十分知らない人もいます。以下の場面に順番に入り込んでください。","セグメント4：ほとんど関わっていない同僚が、気軽で上から目線の口調で「それって常識じゃない？」と加えます。その人を見るときに一瞬浮かぶ表情を見せてください。","嘲笑的な笑い｜冷笑：不公平な評価と優越的な態度を否定する気持ちによって、抑えた冷笑を引き出します。","illustrations/scene_006_work_criticism.png"
"仕事で批判される場面：プロジェクトの振り返り会議で、あなたが担当した報告書が大画面に映されていると想像してください。上司は、要求事項が一つ抜けていたため、同僚が急きょ作業をやり直すことになったと指摘します。抜けがあったのは事実ですが、その場には経緯を十分知らない人もいます。以下の場面に順番に入り込んでください。","セグメント5：会議後、上司は批判したのは結果であって能力全体ではないと個別に伝えますが、修正は今夜中に終える必要があります。それを聞いたときの表情を見せてください。","苦笑｜やるせない苦笑：一部の慰めと新たな負担が同時に生じることで、疲れとやるせなさを伴う笑顔を引き出します。","illustrations/scene_006_work_criticism.png"
"仕事で批判される場面：プロジェクトの振り返り会議で、あなたが担当した報告書が大画面に映されていると想像してください。上司は、要求事項が一つ抜けていたため、同僚が急きょ作業をやり直すことになったと指摘します。抜けがあったのは事実ですが、その場には経緯を十分知らない人もいます。以下の場面に順番に入り込んでください。","セグメント6：席に戻り、すでに立てていた退勤後の予定を見ながら、もう一度ファイルを開きます。現実の予定を受け入れるときの表情を見せてください。","苦笑｜自嘲の苦笑：予定が崩れ、それでも仕事を続ける必要があるという対比によって、軽い自嘲を伴う笑顔を引き出します。","illustrations/scene_006_work_criticism.png"
"上司または教授に初めて会う場面：自分にとって大切な提案を説明するため、初めて一人で相手の部屋に入ると想像してください。冒頭の言葉は練習してきましたが、相手の人柄はよく分かりません。以下の場面に順番に入り込んでください。","セグメント1：ノックして入ると、相手は顔を上げて座るよう促し、道中は問題なかったかと尋ねます。初めて正式に向き合い、挨拶に応えるときの表情を見せてください。","社交的な笑顔｜正式で礼儀正しい笑顔：立場の差がある初対面の規範によって、控えめで職業的な笑顔を引き出します。","illustrations/scene_007_supervisor_group.png"
"上司または教授に初めて会う場面：自分にとって大切な提案を説明するため、初めて一人で相手の部屋に入ると想像してください。冒頭の言葉は練習してきましたが、相手の人柄はよく分かりません。以下の場面に順番に入り込んでください。","セグメント2：説明を始めた直後、扉が開き、予想していなかった四人が一緒に入ってきて、そばに座ります。聞き手が突然増えたと気づいたときの表情を見せてください。","はにかみ笑い｜気まずい笑顔：聞き手の人数が突然変わることで、動きが止まったり、視線をそらしたり、唇を結んだりする笑顔を引き出します。","illustrations/scene_007_supervisor_group.png"
"上司または教授に初めて会う場面：自分にとって大切な提案を説明するため、初めて一人で相手の部屋に入ると想像してください。冒頭の言葉は練習してきましたが、相手の人柄はよく分かりません。以下の場面に順番に入り込んでください。","セグメント3：上司または教授は、その人たちは一時的に同席するだけだと説明し、続けるよう促します。全員の視線が再びあなたに集まります。話す調子を取り戻す直前の表情を見せてください。","はにかみ笑い｜緊張を抑えた笑顔：複数の人に見られながら、すぐ再開する必要によって、緊張した笑顔を引き出します。","illustrations/scene_007_supervisor_group.png"
"上司または教授に初めて会う場面：自分にとって大切な提案を説明するため、初めて一人で相手の部屋に入ると想像してください。冒頭の言葉は練習してきましたが、相手の人柄はよく分かりません。以下の場面に順番に入り込んでください。","セグメント4：説明が終わると、相手は「ありがとう。今日はここまでにしましょう」と言います。礼儀正しく別れを告げ、部屋を出ます。扉が閉まり、廊下に一人になったとき、ようやく緊張が解ける表情を見せてください。","喜びの笑顔｜安堵の笑顔：緊張の高い対話が終わることで、自然に力が抜ける笑顔を引き出します。","illustrations/scene_007_supervisor_group.png"
"上司または教授に初めて会う場面：自分にとって大切な提案を説明するため、初めて一人で相手の部屋に入ると想像してください。冒頭の言葉は練習してきましたが、相手の人柄はよく分かりません。以下の場面に順番に入り込んでください。","セグメント5：少し歩いてから、ノートを部屋に置き忘れたことに気づきます。もう一度邪魔をしたくありませんが、取りに戻らなければなりません。引き返すときの表情を見せてください。","苦笑｜やるせない苦笑：緊張から解放された直後に戻らざるを得ない対比によって、やるせない笑顔を引き出します。","illustrations/scene_007_supervisor_group.png"
"上司または教授に初めて会う場面：自分にとって大切な提案を説明するため、初めて一人で相手の部屋に入ると想像してください。冒頭の言葉は練習してきましたが、相手の人柄はよく分かりません。以下の場面に順番に入り込んでください。","セグメント6：再びノックして事情を話すと、相手は嫌な顔をせず、笑顔でノートを渡し、「初めてなら緊張して当然です」と言います。受け取るときの表情を見せてください。","社交的な笑顔｜気まずさが和らいだ礼儀笑い：相手が失敗を和らげてくれることで、礼儀正しさと明らかな安心を伴う笑顔を引き出します。","illustrations/scene_007_supervisor_group.png"
"上司または教授に初めて会う場面：自分にとって大切な提案を説明するため、初めて一人で相手の部屋に入ると想像してください。冒頭の言葉は練習してきましたが、相手の人柄はよく分かりません。以下の場面に順番に入り込んでください。","セグメント7：相手はさらに、提案には良い考えがいくつかあり、今後ゆっくり話し合えると言います。想像よりも親切な人だと分かった後、二度目に部屋を出るときの表情を見せてください。","優しい笑顔｜安心した温かな笑顔：権威ある相手からの親切と評価によって、安心と親近感を伴う笑顔を引き出します。","illustrations/scene_007_supervisor_group.png"
"人身事故で電車が遅れる場面：平日の夕方、後の乗り換えに必要な電車をホームで待っていると想像してください。前方で人身事故が発生したため運転を見合わせ、再開時刻は未定だという放送が流れます。事故そのものは想像せず、待つこと、予定が崩れること、周囲の人とのやり取りだけに意識を向けてください。以下の場面に順番に入り込んでください。","セグメント1：最初の放送が流れたとき、時刻表を見て、短い停止だと思います。「再開時刻は未定」と聞き取った後の表情を見せてください。","苦笑｜やるせない笑顔：自分では制御できない遅延で予定が崩れることによって、軽いやるせなさを伴う笑顔を引き出します。","illustrations/scene_008_train_delay.png"
"人身事故で電車が遅れる場面：平日の夕方、後の乗り換えに必要な電車をホームで待っていると想像してください。前方で人身事故が発生したため運転を見合わせ、再開時刻は未定だという放送が流れます。事故そのものは想像せず、待つこと、予定が崩れること、周囲の人とのやり取りだけに意識を向けてください。以下の場面に順番に入り込んでください。","セグメント2：表示された遅延見込みが10分から40分に変わり、予定していた乗り換えにも間に合いません。別の経路を調べても、より速い方法がないと分かったときの表情を見せてください。","苦笑｜苦い笑顔：わずかに残っていた期待も崩れることで、失望を伴う苦笑を引き出します。","illustrations/scene_008_train_delay.png"
"人身事故で電車が遅れる場面：平日の夕方、後の乗り換えに必要な電車をホームで待っていると想像してください。前方で人身事故が発生したため運転を見合わせ、再開時刻は未定だという放送が流れます。事故そのものは想像せず、待つこと、予定が崩れること、周囲の人とのやり取りだけに意識を向けてください。以下の場面に順番に入り込んでください。","セグメント3：友人から「もうすぐ着く？」という連絡が来ます。夕食の予約に間に合わないかもしれないと説明して送信するときの表情を見せてください。","社交的な笑顔｜申し訳なさを含む笑顔：相手の予定にも影響することを気遣うことで、謝意を伴う社交的笑顔を引き出します。","illustrations/scene_008_train_delay.png"
